date,datetime,cash_type,card,money,coffee_name,machine
27/06/2024,27/06/2024 09:15,card,ANON-0000-0000-0326,32.82,Americano with Milk,machine-1
27/06/2024,27/06/2024 16:11,card,ANON-0000-0000-0327,27.92,Cortado,machine-1
27/06/2024,27/06/2024 21:44,card,ANON-0000-0000-0328,32.82,Americano with Milk,machine-1
27/06/2024,27/06/2024 21:50,card,ANON-0000-0000-0329,37.72,Cappuccino,machine-1
28/06/2024,28/06/2024 08:08,card,ANON-0000-0000-0141,27.92,Cortado,machine-1
28/06/2024,28/06/2024 17:51,card,ANON-0000-0000-0274,23.02,Espresso,machine-1
28/06/2024,28/06/2024 21:50,card,ANON-0000-0000-0330,32.82,Americano with Milk,machine-1
28/06/2024,28/06/2024 21:52,card,ANON-0000-0000-0331,37.72,Latte,machine-1
28/06/2024,28/06/2024 22:28,card,ANON-0000-0000-0332,37.72,Cappuccino,machine-1
29/06/2024,29/06/2024 09:47,card,ANON-0000-0000-0097,32.82,Americano with Milk,machine-1
29/06/2024,29/06/2024 11:40,card,ANON-0000-0000-0333,32.82,Americano with Milk,machine-1
29/06/2024,29/06/2024 11:41,card,ANON-0000-0000-0333,32.82,Americano with Milk,machine-1
29/06/2024,29/06/2024 12:30,card,ANON-0000-0000-0334,37.72,Cappuccino,machine-1
29/06/2024,29/06/2024 12:31,card,ANON-0000-0000-0334,37.72,Cappuccino,machine-1
29/06/2024,29/06/2024 17:23,card,ANON-0000-0000-0335,37.72,Cappuccino,machine-1
29/06/2024,29/06/2024 17:24,card,ANON-0000-0000-0335,37.72,Hot Chocolate,machine-1
29/06/2024,29/06/2024 21:27,card,ANON-0000-0000-0009,37.72,Latte,machine-1
30/06/2024,30/06/2024 10:28,card,ANON-0000-0000-0336,37.72,Latte,machine-1
30/06/2024,30/06/2024 13:05,card,ANON-0000-0000-0337,23.02,Espresso,machine-1
30/06/2024,30/06/2024 16:54,card,ANON-0000-0000-0009,37.72,Hot Chocolate,machine-1
30/06/2024,30/06/2024 21:04,card,ANON-0000-0000-0097,32.82,Americano with Milk,machine-1
01/07/2024,01/07/2024 18:07,card,ANON-0000-0000-0012,23.02,Espresso,machine-1
01/07/2024,01/07/2024 18:56,card,ANON-0000-0000-0338,37.72,Cappuccino,machine-1
01/07/2024,01/07/2024 18:57,card,ANON-0000-0000-0339,37.72,Cappuccino,machine-1
02/07/2024,02/07/2024 10:42,card,ANON-0000-0000-0304,32.82,Americano with Milk,machine-1
02/07/2024,02/07/2024 10:45,card,ANON-0000-0000-0304,27.92,Americano,machine-1
02/07/2024,02/07/2024 12:48,card,ANON-0000-0000-0019,37.72,Latte,machine-1
02/07/2024,02/07/2024 14:03,card,ANON-0000-0000-0340,27.92,Americano,machine-1
02/07/2024,02/07/2024 16:31,card,ANON-0000-0000-0341,32.82,Americano with Milk,machine-1
02/07/2024,02/07/2024 22:02,card,ANON-0000-0000-0329,32.82,Americano with Milk,machine-1
03/07/2024,03/07/2024 13:51,card,ANON-0000-0000-0012,32.82,Americano with Milk,machine-1
03/07/2024,03/07/2024 16:01,card,ANON-0000-0000-0342,37.72,Cappuccino,machine-1
03/07/2024,03/07/2024 16:50,card,ANON-0000-0000-0343,37.72,Cappuccino,machine-1
03/07/2024,03/07/2024 16:53,card,ANON-0000-0000-0270,32.82,Americano with Milk,machine-1
03/07/2024,03/07/2024 16:54,card,ANON-0000-0000-0344,32.82,Americano with Milk,machine-1
03/07/2024,03/07/2024 16:55,card,ANON-0000-0000-0270,37.72,Latte,machine-1
03/07/2024,03/07/2024 16:59,card,ANON-0000-0000-0345,23.02,Espresso,machine-1
03/07/2024,03/07/2024 17:59,card,ANON-0000-0000-0346,37.72,Cappuccino,machine-1
03/07/2024,03/07/2024 19:06,card,ANON-0000-0000-0009,37.72,Latte,machine-1
04/07/2024,04/07/2024 10:26,card,ANON-0000-0000-0143,32.82,Americano with Milk,machine-1
04/07/2024,04/07/2024 10:27,card,ANON-0000-0000-0012,27.92,Americano,machine-1
05/07/2024,05/07/2024 12:20,card,ANON-0000-0000-0058,37.72,Cocoa,machine-1
05/07/2024,05/07/2024 13:43,card,ANON-0000-0000-0040,32.82,Americano with Milk,machine-1
05/07/2024,05/07/2024 13:44,card,ANON-0000-0000-0347,32.82,Americano with Milk,machine-1
05/07/2024,05/07/2024 18:55,card,ANON-0000-0000-0348,23.02,Espresso,machine-1
05/07/2024,05/07/2024 19:55,card,ANON-0000-0000-0099,27.92,Americano,machine-1
05/07/2024,05/07/2024 22:11,card,ANON-0000-0000-0349,23.02,Espresso,machine-1
05/07/2024,05/07/2024 22:18,card,ANON-0000-0000-0350,27.92,Americano,machine-1
05/07/2024,05/07/2024 22:18,card,ANON-0000-0000-0350,27.92,Americano,machine-1
05/07/2024,05/07/2024 22:20,card,ANON-0000-0000-0351,37.72,Cappuccino,machine-1
05/07/2024,05/07/2024 22:21,card,ANON-0000-0000-0351,32.82,Americano with Milk,machine-1
06/07/2024,06/07/2024 10:28,card,ANON-0000-0000-0352,37.72,Latte,machine-1
06/07/2024,06/07/2024 17:15,card,ANON-0000-0000-0009,32.82,Latte,machine-1
06/07/2024,06/07/2024 17:17,card,ANON-0000-0000-0009,32.82,Latte,machine-1
06/07/2024,06/07/2024 19:09,card,ANON-0000-0000-0012,32.82,Latte,machine-1
06/07/2024,06/07/2024 19:10,card,ANON-0000-0000-0012,27.92,Americano with Milk,machine-1
07/07/2024,07/07/2024 09:04,card,ANON-0000-0000-0303,32.82,Cappuccino,machine-1
07/07/2024,07/07/2024 09:14,card,ANON-0000-0000-0353,27.92,Americano with Milk,machine-1
07/07/2024,07/07/2024 09:15,card,ANON-0000-0000-0353,27.92,Americano with Milk,machine-1
07/07/2024,07/07/2024 09:28,card,ANON-0000-0000-0354,32.82,Cappuccino,machine-1
07/07/2024,07/07/2024 09:29,card,ANON-0000-0000-0354,32.82,Cappuccino,machine-1
07/07/2024,07/07/2024 14:56,card,ANON-0000-0000-0355,32.82,Hot Chocolate,machine-1
07/07/2024,07/07/2024 14:57,card,ANON-0000-0000-0355,32.82,Cocoa,machine-1
07/07/2024,07/07/2024 17:07,card,ANON-0000-0000-0356,32.82,Latte,machine-1
07/07/2024,07/07/2024 19:33,card,ANON-0000-0000-0357,32.82,Cappuccino,machine-1
07/07/2024,07/07/2024 20:01,card,ANON-0000-0000-0358,32.82,Hot Chocolate,machine-1
07/07/2024,07/07/2024 22:33,card,ANON-0000-0000-0359,27.92,Americano with Milk,machine-1
08/07/2024,08/07/2024 07:33,card,ANON-0000-0000-0360,32.82,Latte,machine-1
08/07/2024,08/07/2024 12:02,card,ANON-0000-0000-0361,23.02,Americano,machine-1
08/07/2024,08/07/2024 14:40,card,ANON-0000-0000-0362,23.02,Americano,machine-1
08/07/2024,08/07/2024 19:30,card,ANON-0000-0000-0363,27.92,Americano with Milk,machine-1
08/07/2024,08/07/2024 22:14,card,ANON-0000-0000-0019,32.82,Latte,machine-1
09/07/2024,09/07/2024 10:26,card,ANON-0000-0000-0333,27.92,Americano with Milk,machine-1
09/07/2024,09/07/2024 10:40,card,ANON-0000-0000-0276,27.92,Americano with Milk,machine-1
09/07/2024,09/07/2024 11:21,card,ANON-0000-0000-0194,27.92,Americano with Milk,machine-1
09/07/2024,09/07/2024 11:22,card,ANON-0000-0000-0194,32.82,Cappuccino,machine-1
09/07/2024,09/07/2024 16:43,card,ANON-0000-0000-0364,27.92,Americano with Milk,machine-1
10/07/2024,10/07/2024 11:10,card,ANON-0000-0000-0365,23.02,Americano,machine-1
10/07/2024,10/07/2024 12:28,card,ANON-0000-0000-0366,27.92,Americano with Milk,machine-1
10/07/2024,10/07/2024 22:13,card,ANON-0000-0000-0328,32.82,Latte,machine-1
11/07/2024,11/07/2024 11:27,card,ANON-0000-0000-0367,32.82,Hot Chocolate,machine-1
11/07/2024,11/07/2024 16:48,card,ANON-0000-0000-0368,27.92,Americano with Milk,machine-1
11/07/2024,11/07/2024 22:22,card,ANON-0000-0000-0369,32.82,Latte,machine-1
11/07/2024,11/07/2024 22:30,card,ANON-0000-0000-0370,23.02,Americano,machine-1
12/07/2024,12/07/2024 08:03,card,ANON-0000-0000-0371,23.02,Cortado,machine-1
12/07/2024,12/07/2024 11:48,card,ANON-0000-0000-0372,32.82,Hot Chocolate,machine-1
12/07/2024,12/07/2024 22:33,card,ANON-0000-0000-0178,32.82,Hot Chocolate,machine-1
12/07/2024,12/07/2024 22:34,card,ANON-0000-0000-0177,32.82,Hot Chocolate,machine-1
12/07/2024,12/07/2024 22:35,card,ANON-0000-0000-0179,32.82,Hot Chocolate,machine-1
13/07/2024,13/07/2024 10:38,card,ANON-0000-0000-0365,32.82,Latte,machine-1
13/07/2024,13/07/2024 11:41,card,ANON-0000-0000-0365,32.82,Latte,machine-1
14/07/2024,14/07/2024 10:54,card,ANON-0000-0000-0373,23.02,Americano,machine-1
14/07/2024,14/07/2024 10:55,card,ANON-0000-0000-0373,27.92,Americano with Milk,machine-1
14/07/2024,14/07/2024 10:56,card,ANON-0000-0000-0373,32.82,Cappuccino,machine-1
14/07/2024,14/07/2024 10:57,card,ANON-0000-0000-0374,32.82,Latte,machine-1
14/07/2024,14/07/2024 11:02,card,ANON-0000-0000-0375,23.02,Americano,machine-1
14/07/2024,14/07/2024 22:31,card,ANON-0000-0000-0376,32.82,Latte,machine-1
15/07/2024,15/07/2024 07:33,card,ANON-0000-0000-0377,32.82,Cappuccino,machine-1
16/07/2024,16/07/2024 12:23,card,ANON-0000-0000-0378,27.92,Americano with Milk,machine-1
16/07/2024,16/07/2024 19:29,card,ANON-0000-0000-0367,32.82,Hot Chocolate,machine-1
17/07/2024,17/07/2024 13:05,card,ANON-0000-0000-0379,27.92,Americano with Milk,machine-1
18/07/2024,18/07/2024 11:10,card,ANON-0000-0000-0380,27.92,Americano with Milk,machine-1
18/07/2024,18/07/2024 11:11,card,ANON-0000-0000-0381,18.12,Espresso,machine-1
18/07/2024,18/07/2024 11:33,card,ANON-0000-0000-0059,23.02,Americano,machine-1
18/07/2024,18/07/2024 11:34,card,ANON-0000-0000-0059,23.02,Americano,machine-1
18/07/2024,18/07/2024 11:35,card,ANON-0000-0000-0059,23.02,Cortado,machine-1
18/07/2024,18/07/2024 13:23,card,ANON-0000-0000-0375,32.82,Latte,machine-1
18/07/2024,18/07/2024 18:18,card,ANON-0000-0000-0382,32.82,Cappuccino,machine-1
18/07/2024,18/07/2024 19:30,card,ANON-0000-0000-0009,32.82,Latte,machine-1
18/07/2024,18/07/2024 21:19,card,ANON-0000-0000-0383,32.82,Hot Chocolate,machine-1
18/07/2024,18/07/2024 21:22,card,ANON-0000-0000-0383,32.82,Latte,machine-1
18/07/2024,18/07/2024 21:46,card,ANON-0000-0000-0384,32.82,Latte,machine-1
19/07/2024,19/07/2024 11:03,card,ANON-0000-0000-0375,23.02,Americano,machine-1
19/07/2024,19/07/2024 11:16,card,ANON-0000-0000-0385,27.92,Americano with Milk,machine-1
19/07/2024,19/07/2024 12:58,card,ANON-0000-0000-0386,32.82,Latte,machine-1
19/07/2024,19/07/2024 12:59,card,ANON-0000-0000-0386,27.92,Americano with Milk,machine-1
19/07/2024,19/07/2024 14:09,card,ANON-0000-0000-0384,32.82,Latte,machine-1
19/07/2024,19/07/2024 14:11,card,ANON-0000-0000-0384,32.82,Cocoa,machine-1
19/07/2024,19/07/2024 16:36,card,ANON-0000-0000-0384,32.82,Latte,machine-1
19/07/2024,19/07/2024 16:37,card,ANON-0000-0000-0384,32.82,Latte,machine-1
20/07/2024,20/07/2024 08:05,card,ANON-0000-0000-0387,23.02,Americano,machine-1
20/07/2024,20/07/2024 08:06,card,ANON-0000-0000-0387,32.82,Latte,machine-1
20/07/2024,20/07/2024 08:07,card,ANON-0000-0000-0387,23.02,Americano,machine-1
20/07/2024,20/07/2024 09:00,card,ANON-0000-0000-0388,32.82,Latte,machine-1
20/07/2024,20/07/2024 09:02,card,ANON-0000-0000-0389,32.82,Latte,machine-1
20/07/2024,20/07/2024 10:39,card,ANON-0000-0000-0390,23.02,Americano,machine-1
20/07/2024,20/07/2024 15:15,card,ANON-0000-0000-0391,32.82,Latte,machine-1
21/07/2024,21/07/2024 10:30,card,ANON-0000-0000-0367,32.82,Cocoa,machine-1
21/07/2024,21/07/2024 11:39,card,ANON-0000-0000-0392,32.82,Cappuccino,machine-1
21/07/2024,21/07/2024 13:34,card,ANON-0000-0000-0393,23.02,Cortado,machine-1
21/07/2024,21/07/2024 13:42,card,ANON-0000-0000-0394,32.82,Latte,machine-1
22/07/2024,22/07/2024 08:13,card,ANON-0000-0000-0375,23.02,Americano,machine-1
22/07/2024,22/07/2024 08:40,card,ANON-0000-0000-0395,23.02,Americano,machine-1
22/07/2024,22/07/2024 10:15,card,ANON-0000-0000-0385,27.92,Americano with Milk,machine-1
22/07/2024,22/07/2024 16:44,card,ANON-0000-0000-0396,32.82,Latte,machine-1
23/07/2024,23/07/2024 08:12,card,ANON-0000-0000-0197,32.82,Latte,machine-1
23/07/2024,23/07/2024 08:40,card,ANON-0000-0000-0395,23.02,Americano,machine-1
23/07/2024,23/07/2024 08:44,card,ANON-0000-0000-0397,27.92,Americano with Milk,machine-1
23/07/2024,23/07/2024 08:49,card,ANON-0000-0000-0398,32.82,Cocoa,machine-1
23/07/2024,23/07/2024 08:51,card,ANON-0000-0000-0399,32.82,Latte,machine-1
23/07/2024,23/07/2024 09:01,card,ANON-0000-0000-0375,23.02,Americano,machine-1
23/07/2024,23/07/2024 10:03,card,ANON-0000-0000-0400,27.92,Americano with Milk,machine-1
23/07/2024,23/07/2024 15:20,card,ANON-0000-0000-0401,27.92,Americano with Milk,machine-1
23/07/2024,23/07/2024 15:21,card,ANON-0000-0000-0401,32.82,Latte,machine-1
23/07/2024,23/07/2024 21:01,card,ANON-0000-0000-0009,32.82,Latte,machine-1
23/07/2024,23/07/2024 21:23,card,ANON-0000-0000-0012,23.02,Americano,machine-1
23/07/2024,23/07/2024 21:24,card,ANON-0000-0000-0012,23.02,Americano,machine-1
24/07/2024,24/07/2024 09:16,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
24/07/2024,24/07/2024 09:38,card,ANON-0000-0000-0385,27.92,Americano with Milk,machine-1
24/07/2024,24/07/2024 09:54,card,ANON-0000-0000-0402,18.12,Espresso,machine-1
24/07/2024,24/07/2024 11:43,card,ANON-0000-0000-0379,32.82,Cappuccino,machine-1
24/07/2024,24/07/2024 13:55,card,ANON-0000-0000-0399,32.82,Latte,machine-1
24/07/2024,24/07/2024 14:45,card,ANON-0000-0000-0012,18.12,Espresso,machine-1
24/07/2024,24/07/2024 15:18,card,ANON-0000-0000-0009,32.82,Latte,machine-1
24/07/2024,24/07/2024 19:15,card,ANON-0000-0000-0205,32.82,Cappuccino,machine-1
24/07/2024,24/07/2024 19:17,card,ANON-0000-0000-0205,32.82,Cappuccino,machine-1
24/07/2024,24/07/2024 21:17,card,ANON-0000-0000-0040,27.92,Americano with Milk,machine-1
24/07/2024,24/07/2024 21:18,card,ANON-0000-0000-0040,23.02,Americano,machine-1
24/07/2024,24/07/2024 21:25,card,ANON-0000-0000-0012,23.02,Americano,machine-1
25/07/2024,25/07/2024 07:54,card,ANON-0000-0000-0012,23.02,Americano,machine-1
25/07/2024,25/07/2024 08:49,card,ANON-0000-0000-0399,32.82,Latte,machine-1
25/07/2024,25/07/2024 10:29,card,ANON-0000-0000-0385,27.92,Americano with Milk,machine-1
25/07/2024,25/07/2024 11:26,card,ANON-0000-0000-0375,23.02,Americano,machine-1
25/07/2024,25/07/2024 15:25,card,ANON-0000-0000-0403,32.82,Cappuccino,machine-1
25/07/2024,25/07/2024 19:21,card,ANON-0000-0000-0257,32.82,Cappuccino,machine-1
25/07/2024,25/07/2024 21:06,card,ANON-0000-0000-0404,23.02,Cortado,machine-1
25/07/2024,25/07/2024 21:06,card,ANON-0000-0000-0404,18.12,Espresso,machine-1
25/07/2024,25/07/2024 22:38,card,ANON-0000-0000-0328,23.02,Cortado,machine-1
25/07/2024,25/07/2024 22:39,card,ANON-0000-0000-0405,32.82,Cocoa,machine-1
26/07/2024,26/07/2024 08:33,card,ANON-0000-0000-0406,32.82,Latte,machine-1
26/07/2024,26/07/2024 09:19,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
26/07/2024,26/07/2024 09:20,card,ANON-0000-0000-0059,18.12,Espresso,machine-1
26/07/2024,26/07/2024 09:33,card,ANON-0000-0000-0407,23.02,Cortado,machine-1
26/07/2024,26/07/2024 09:34,card,ANON-0000-0000-0407,23.02,Cortado,machine-1
26/07/2024,26/07/2024 09:59,card,ANON-0000-0000-0408,32.82,Latte,machine-1
26/07/2024,26/07/2024 10:00,card,ANON-0000-0000-0408,32.82,Latte,machine-1
26/07/2024,26/07/2024 11:47,card,ANON-0000-0000-0385,27.92,Americano with Milk,machine-1
26/07/2024,26/07/2024 12:07,card,ANON-0000-0000-0379,27.92,Americano with Milk,machine-1
26/07/2024,26/07/2024 12:28,card,ANON-0000-0000-0339,32.82,Cappuccino,machine-1
26/07/2024,26/07/2024 12:29,card,ANON-0000-0000-0339,32.82,Cappuccino,machine-1
26/07/2024,26/07/2024 13:09,card,ANON-0000-0000-0409,32.82,Latte,machine-1
26/07/2024,26/07/2024 17:23,card,ANON-0000-0000-0410,23.02,Americano,machine-1
26/07/2024,26/07/2024 17:58,card,ANON-0000-0000-0411,32.82,Cappuccino,machine-1
26/07/2024,26/07/2024 21:15,card,ANON-0000-0000-0009,32.82,Latte,machine-1
26/07/2024,26/07/2024 22:49,card,ANON-0000-0000-0412,27.92,Americano with Milk,machine-1
27/07/2024,27/07/2024 09:09,card,ANON-0000-0000-0097,32.82,Cappuccino,machine-1
27/07/2024,27/07/2024 11:55,card,ANON-0000-0000-0413,27.92,Americano with Milk,machine-1
27/07/2024,27/07/2024 12:25,card,ANON-0000-0000-0059,27.92,Americano with Milk,machine-1
27/07/2024,27/07/2024 12:26,card,ANON-0000-0000-0040,18.12,Espresso,machine-1
27/07/2024,27/07/2024 12:33,card,ANON-0000-0000-0059,27.92,Americano with Milk,machine-1
27/07/2024,27/07/2024 14:28,card,ANON-0000-0000-0225,18.12,Espresso,machine-1
27/07/2024,27/07/2024 14:51,card,ANON-0000-0000-0077,32.82,Latte,machine-1
27/07/2024,27/07/2024 17:02,card,ANON-0000-0000-0414,32.82,Cappuccino,machine-1
27/07/2024,27/07/2024 17:03,card,ANON-0000-0000-0415,32.82,Cappuccino,machine-1
27/07/2024,27/07/2024 17:09,card,ANON-0000-0000-0416,27.92,Americano with Milk,machine-1
27/07/2024,27/07/2024 17:10,card,ANON-0000-0000-0416,27.92,Americano with Milk,machine-1
27/07/2024,27/07/2024 20:55,card,ANON-0000-0000-0009,32.82,Latte,machine-1
27/07/2024,27/07/2024 22:56,card,ANON-0000-0000-0417,32.82,Cappuccino,machine-1
28/07/2024,28/07/2024 11:07,card,ANON-0000-0000-0012,18.12,Espresso,machine-1
28/07/2024,28/07/2024 14:17,card,ANON-0000-0000-0276,27.92,Americano with Milk,machine-1
28/07/2024,28/07/2024 14:18,card,ANON-0000-0000-0276,32.82,Latte,machine-1
29/07/2024,29/07/2024 08:12,card,ANON-0000-0000-0418,32.82,Latte,machine-1
29/07/2024,29/07/2024 09:04,card,ANON-0000-0000-0012,23.02,Americano,machine-1
29/07/2024,29/07/2024 09:15,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
29/07/2024,29/07/2024 09:19,card,ANON-0000-0000-0003,23.02,Americano,machine-1
29/07/2024,29/07/2024 09:51,card,ANON-0000-0000-0419,27.92,Americano with Milk,machine-1
29/07/2024,29/07/2024 09:58,card,ANON-0000-0000-0420,32.82,Cappuccino,machine-1
29/07/2024,29/07/2024 10:43,card,ANON-0000-0000-0421,32.82,Hot Chocolate,machine-1
29/07/2024,29/07/2024 10:44,card,ANON-0000-0000-0421,32.82,Hot Chocolate,machine-1
29/07/2024,29/07/2024 19:06,card,ANON-0000-0000-0422,32.82,Cappuccino,machine-1
29/07/2024,29/07/2024 19:30,card,ANON-0000-0000-0099,23.02,Americano,machine-1
29/07/2024,29/07/2024 21:57,card,ANON-0000-0000-0328,32.82,Cocoa,machine-1
30/07/2024,30/07/2024 07:41,card,ANON-0000-0000-0423,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 08:05,card,ANON-0000-0000-0424,23.02,Cortado,machine-1
30/07/2024,30/07/2024 08:20,card,ANON-0000-0000-0425,32.82,Cappuccino,machine-1
30/07/2024,30/07/2024 09:13,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 10:17,card,ANON-0000-0000-0141,23.02,Cortado,machine-1
30/07/2024,30/07/2024 10:19,card,ANON-0000-0000-0276,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 10:23,card,ANON-0000-0000-0250,32.82,Latte,machine-1
30/07/2024,30/07/2024 11:12,card,ANON-0000-0000-0426,23.02,Americano,machine-1
30/07/2024,30/07/2024 11:13,card,ANON-0000-0000-0426,18.12,Espresso,machine-1
30/07/2024,30/07/2024 11:14,card,ANON-0000-0000-0427,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 11:16,card,ANON-0000-0000-0428,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 11:30,card,ANON-0000-0000-0429,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 11:31,card,ANON-0000-0000-0430,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 12:08,card,ANON-0000-0000-0431,32.82,Latte,machine-1
30/07/2024,30/07/2024 15:16,card,ANON-0000-0000-0432,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 16:08,card,ANON-0000-0000-0433,23.02,Cortado,machine-1
30/07/2024,30/07/2024 16:09,card,ANON-0000-0000-0433,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 20:24,card,ANON-0000-0000-0434,18.12,Espresso,machine-1
30/07/2024,30/07/2024 20:53,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 20:54,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 20:57,card,ANON-0000-0000-0347,27.92,Americano with Milk,machine-1
30/07/2024,30/07/2024 21:33,card,ANON-0000-0000-0435,32.82,Latte,machine-1
30/07/2024,30/07/2024 22:15,card,ANON-0000-0000-0436,23.02,Americano,machine-1
30/07/2024,30/07/2024 22:16,card,ANON-0000-0000-0436,32.82,Cappuccino,machine-1
31/07/2024,31/07/2024 07:59,card,ANON-0000-0000-0423,27.92,Americano with Milk,machine-1
31/07/2024,31/07/2024 08:37,card,ANON-0000-0000-0437,27.92,Americano with Milk,machine-1
31/07/2024,31/07/2024 08:38,card,ANON-0000-0000-0437,27.92,Americano with Milk,machine-1
31/07/2024,31/07/2024 09:54,card,ANON-0000-0000-0388,23.02,Americano,machine-1
31/07/2024,31/07/2024 09:55,card,ANON-0000-0000-0388,23.02,Americano,machine-1
31/07/2024,31/07/2024 09:58,card,ANON-0000-0000-0276,27.92,Americano with Milk,machine-1
31/07/2024,31/07/2024 13:11,card,ANON-0000-0000-0384,32.82,Cocoa,machine-1
31/07/2024,31/07/2024 13:14,card,ANON-0000-0000-0384,32.82,Latte,machine-1
31/07/2024,31/07/2024 13:24,card,ANON-0000-0000-0438,27.92,Americano with Milk,machine-1
31/07/2024,31/07/2024 17:48,card,ANON-0000-0000-0439,23.02,Cortado,machine-1
31/07/2024,31/07/2024 18:04,card,ANON-0000-0000-0440,32.82,Latte,machine-1
31/07/2024,31/07/2024 19:22,card,ANON-0000-0000-0441,23.02,Cortado,machine-1
31/07/2024,31/07/2024 19:28,card,ANON-0000-0000-0009,32.82,Latte,machine-1
31/07/2024,31/07/2024 20:46,card,ANON-0000-0000-0442,32.82,Cocoa,machine-1
31/07/2024,31/07/2024 20:50,card,ANON-0000-0000-0443,23.02,Cortado,machine-1
31/07/2024,31/07/2024 20:51,card,ANON-0000-0000-0443,32.82,Latte,machine-1
31/07/2024,31/07/2024 20:52,card,ANON-0000-0000-0153,32.82,Cappuccino,machine-1
31/07/2024,31/07/2024 20:53,card,ANON-0000-0000-0443,23.02,Cortado,machine-1
31/07/2024,31/07/2024 20:59,card,ANON-0000-0000-0040,27.92,Americano with Milk,machine-1
31/07/2024,31/07/2024 21:26,card,ANON-0000-0000-0444,32.82,Latte,machine-1
31/07/2024,31/07/2024 21:54,card,ANON-0000-0000-0445,32.82,Latte,machine-1
31/07/2024,31/07/2024 21:55,card,ANON-0000-0000-0446,32.82,Latte,machine-1
01/08/2024,01/08/2024 07:31,card,ANON-0000-0000-0423,27.92,Americano with Milk,machine-1
01/08/2024,01/08/2024 09:25,card,ANON-0000-0000-0276,27.92,Americano with Milk,machine-1
01/08/2024,01/08/2024 11:04,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
01/08/2024,01/08/2024 11:22,card,ANON-0000-0000-0447,27.92,Americano with Milk,machine-1
01/08/2024,01/08/2024 13:22,card,ANON-0000-0000-0448,23.02,Cortado,machine-1
01/08/2024,01/08/2024 13:23,card,ANON-0000-0000-0448,32.82,Cappuccino,machine-1
01/08/2024,01/08/2024 13:49,card,ANON-0000-0000-0449,32.82,Cappuccino,machine-1
01/08/2024,01/08/2024 15:43,card,ANON-0000-0000-0423,27.92,Americano with Milk,machine-1
01/08/2024,01/08/2024 16:24,card,ANON-0000-0000-0450,27.92,Americano with Milk,machine-1
01/08/2024,01/08/2024 16:26,card,ANON-0000-0000-0450,23.02,Americano,machine-1
01/08/2024,01/08/2024 17:23,card,ANON-0000-0000-0451,23.02,Americano,machine-1
01/08/2024,01/08/2024 20:41,card,ANON-0000-0000-0452,32.82,Cappuccino,machine-1
02/08/2024,02/08/2024 09:01,card,ANON-0000-0000-0453,27.92,Americano with Milk,machine-1
02/08/2024,02/08/2024 09:35,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
02/08/2024,02/08/2024 11:09,card,ANON-0000-0000-0141,23.02,Cortado,machine-1
02/08/2024,02/08/2024 18:08,card,ANON-0000-0000-0454,27.92,Americano with Milk,machine-1
02/08/2024,02/08/2024 21:23,card,ANON-0000-0000-0009,32.82,Latte,machine-1
03/08/2024,03/08/2024 08:53,card,ANON-0000-0000-0097,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 09:37,card,ANON-0000-0000-0401,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 09:38,card,ANON-0000-0000-0401,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 10:12,card,ANON-0000-0000-0304,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 11:20,card,ANON-0000-0000-0455,23.02,Cortado,machine-1
03/08/2024,03/08/2024 11:21,card,ANON-0000-0000-0455,23.02,Cortado,machine-1
03/08/2024,03/08/2024 11:56,card,ANON-0000-0000-0040,18.12,Espresso,machine-1
03/08/2024,03/08/2024 11:57,card,ANON-0000-0000-0040,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 12:03,card,ANON-0000-0000-0040,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 16:54,card,ANON-0000-0000-0322,27.92,Americano with Milk,machine-1
03/08/2024,03/08/2024 18:38,card,ANON-0000-0000-0456,32.82,Cappuccino,machine-1
03/08/2024,03/08/2024 21:30,card,ANON-0000-0000-0457,32.82,Latte,machine-1
03/08/2024,03/08/2024 21:33,card,ANON-0000-0000-0457,32.82,Latte,machine-1
04/08/2024,04/08/2024 08:18,card,ANON-0000-0000-0458,32.82,Cappuccino,machine-1
04/08/2024,04/08/2024 10:37,card,ANON-0000-0000-0040,27.92,Americano with Milk,machine-1
